Name,Location,Height,Weight,Ranking,NationalRank,PositionRank,StateRank,State,Position,Year,School,Type,count,loc_inside_parens,location_name,Location_Clean,lat,long,School_Clean,School_City,college_lat,college_long,Date,disFromHS_m,miles_away,University
Keenan Forbes,"Everglades (Hollywood, FL)",6-3,310,81,NA,92,230,FL,OG,2016,Iowa State,Commit,2,"Hollywood, FL",Everglades,"Everglades High School, Hollywood, FL",26.0112014,-80.1494901,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,2162681.243505755,1344,Iowa State University
Oge Udeogu,"City College of San Francisco (San Francisco, CA)",6-4,310,80,199,20,53,CA,OG,2016,Iowa State,Commit,1,"San Francisco, CA",City College of San Francisco,"City College of San Francisco High School, San Francisco, CA",37.7792588,-122.4193286,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,2495407.1497818152,1551,Iowa State University
Jamahl Johnson,"Prior Lake (Prior Lake, MN)",6-0.5,305,79,NA,119,17,MN,DT,2016,Iowa State,Commit,4,"Prior Lake, MN",Prior Lake,"Prior Lake High School, Prior Lake, MN",44.7133271,-93.4226873,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,298892.9879942746,186,Iowa State University
Joshua Bailey,"Raines (Jacksonville, FL)",6-2.5,260,79,NA,123,260,FL,DT,2016,Iowa State,Commit,4,"Jacksonville, FL",Raines,"Raines High School, Jacksonville, FL",30.3321838,-81.655651,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,1682207.6370791881,1045,Iowa State University
Josh Mueller,"Homestead (Thiensville, WI)",6-6,260,79,NA,100,11,WI,OT,2016,Iowa State,Commit,4,"Thiensville, WI",Homestead,"Homestead High School, Thiensville, WI",43.2359729,-87.9843784,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,481048.4279633459,299,Iowa State University
Clifford Fernandez,"Southwest Mississippi C.C. (Summit, MS)",6-5,260,79,218,9,36,MS,TE,2016,Iowa State,Commit,4,"Summit, MS",Southwest Mississippi C.C.,"Southwest Mississippi C.C. High School, Summit, MS",31.2837867,-90.4684315,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,1224703.672728824,761,Iowa State University
Romelo Webster,"Hallandale (Hallandale, FL)",5-11,178,78,NA,167,285,FL,S,2016,Iowa State,Commit,2,"Hallandale, FL",Hallandale,"Hallandale High School, Hallandale, FL",25.9812025,-80.148379,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,2165576.7756051123,1346,Iowa State University
Karson Green,"Northeastern Oklahoma A&M (Miami, OK)",6-4,295,78,NA,15,9,OK,OG,2016,Iowa State,Commit,2,"Miami, OK",Northeastern Oklahoma A&M,"Northeastern Oklahoma A&M High School, Miami, OK",36.8746177,-94.877374,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,582187.3867813785,362,Iowa State University
Jatairis Grant,"Garfield (Akron, OH)",5-11,180,77,NA,186,102,OH,S,2016,Iowa State,Commit,1,"Akron, OH",Garfield,"Garfield High School, Akron, OH",41.083064,-81.518485,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,1013896.1849882173,630,Iowa State University
Carson Lensing,"South Winneshiek (Calmar, IA)",6-4,225,76,NA,177,12,IA,ATH,2016,Iowa State,Commit,1,"Calmar, IA",South Winneshiek,"South Winneshiek High School, Calmar, IA",43.1828024,-91.86481,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,192780.28496639777,120,Iowa State University
Steven Wirtel,"Mount Carmel (Chicago, IL)",6-4,210,74,NA,5,70,IL,LS,2016,Iowa State,Commit,1,"Chicago, IL",Mount Carmel,"Mount Carmel High School, Chicago, IL",41.8755616,-87.6244212,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,497054.92806249665,309,Iowa State University
Jerrion Nelson,"Battle (Columbia, MO)",6-2,260,83,NA,73,15,MO,SDE,2016,Iowa State,Commit,3,"Columbia, MO",Battle,"Battle High School, Columbia, MO",38.951883,-92.3337366,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2016-01-01,358349.00713715254,223,Iowa State University
O'Rien Vance,"George Washington (Cedar Rapids, IA)",6-3,235,88,NA,26,5,IA,OLB,2017,Iowa State,Commit,2,"Cedar Rapids, IA",George Washington,"George Washington High School, Cedar Rapids, IA",41.9758872,-91.6704053,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,161372.68345854915,100,Iowa State University
Ray Lima,"El Camino College (Torrance, CA)",6-3,310,88,32,3,6,CA,DT,2017,Iowa State,Commit,2,"Torrance, CA",El Camino College,"El Camino College High School, Torrance, CA",33.8371392,-118.3413606,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,2345231.2761245784,1457,Iowa State University
Keontae Jones,"Colerain (Cincinnati, OH)",6-1,175,87,NA,41,26,OH,S,2017,Iowa State,Commit,4,"Cincinnati, OH",Colerain,"Colerain High School, Cincinnati, OH",39.1014537,-84.5124602,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,836111.130275969,520,Iowa State University
Cordarrius Bailey,"Clarksdale (Clarksdale, MS)",6-4,210,87,NA,39,17,MS,WDE,2017,Iowa State,Commit,4,"Clarksdale, MS",Clarksdale,"Clarksdale High School, Clarksdale, MS",34.2006479,-90.5702071,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,908677.5829809842,565,Iowa State University
OJ Tucker,"Vanguard (Ocala, FL)",6-1,190,87,NA,65,84,FL,CB,2017,Iowa State,Commit,4,"Ocala, FL",Vanguard,"Vanguard High School, Ocala, FL",29.1871986,-82.1400923,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,1760146.9224518398,1094,Iowa State University
Matt Leo,"Arizona Western College (Yuma, AZ)",6-7,265,87,53,6,7,AZ,WDE,2017,Iowa State,Commit,4,"Yuma, AZ",Arizona Western College,"Arizona Western College High School, Yuma, AZ",32.723268,-114.6179954,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,2119153.428327857,1317,Iowa State University
Colin Newell,"Ames (Ames, IA)",6-5,260,86,NA,70,8,IA,OT,2017,Iowa State,Commit,2,"Ames, IA",Ames,"Ames High School, Ames, IA",42.0267567,-93.6170448,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,0,0,Iowa State University
Kamilo Tongamoa,"Merced College (Merced, CA)",6-5,320,86,57,6,11,CA,DT,2017,Iowa State,Commit,2,"Merced, CA",Merced College,"Merced College High School, Merced, CA",37.1641544,-120.7678602,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,2382975.023948568,1481,Iowa State University
Richard Bowens III,"St. Mary's (Orchard Lake, MI)",6-0.5,170,84,NA,125,28,MI,CB,2017,Iowa State,Commit,1,"Orchard Lake, MI",St. Mary's,"St. Mary's High School, Orchard Lake, MI",42.5869558,-83.368957,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,846737.1853119119,526,Iowa State University
Matthew Eaton,"Pearl River C.C. (Poplarville, MS)",6-4,205,83,113,13,36,MS,WR,2017,Iowa State,Commit,5,"Poplarville, MS",Pearl River C.C.,"Pearl River C.C. High School, Poplarville, MS",30.8401495,-89.5342315,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,1293772.787314985,804,Iowa State University
Josh Johnson,"Central Arkansas Christian (Maumelle, AR)",5-11,170,83,NA,183,13,AR,WR,2017,Iowa State,Commit,5,"Maumelle, AR",Central Arkansas Christian,"Central Arkansas Christian High School, Maumelle, AR",34.856613,-92.4056858,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,802891.9432768262,499,Iowa State University
Devon Moore,"West (Waterloo, IA)",6-4,221,83,NA,28,12,IA,DUAL,2017,Iowa State,Commit,5,"Waterloo, IA",West,"West High School, Waterloo, IA",42.498275,-92.3328743,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,118192.4321344834,73,Iowa State University
Angel Dominguez,"St. Thomas Aquinas (Lenexa, KS)",6-3,250,83,NA,65,6,KS,SDE,2017,Iowa State,Commit,5,"Lenexa, KS",St. Thomas Aquinas,"St. Thomas Aquinas High School, Lenexa, KS",38.9697458,-94.7845837,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,353586.5225394653,220,Iowa State University
Robert Hudson,"Walled Lake Western (Walled Lake, MI)",6-8,320,83,NA,126,33,MI,OT,2017,Iowa State,Commit,5,"Walled Lake, MI",Walled Lake Western,"Walled Lake Western High School, Walled Lake, MI",42.537811,-83.4810481,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,837475.5740037793,520,Iowa State University
Tucker Robertson,"Grace Brethren (Simi Valley, CA)",6-3,270,82,NA,75,140,CA,DT,2017,Iowa State,Commit,2,"Simi Valley, CA",Grace Brethren,"Grace Brethren High School, Simi Valley, CA",34.2677404,-118.7538071,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,2354891.4154105685,1463,Iowa State University
Jake Hummel,"Dowling Catholic (West Des Moines, IA)",6-2,210,82,NA,70,13,IA,ILB,2017,Iowa State,Commit,2,"West Des Moines, IA",Dowling Catholic,"Dowling Catholic High School, West Des Moines, IA",41.5644476,-93.7594059,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,52693.99042607546,33,Iowa State University
Tarique Milton,"Manatee (Bradenton, FL)",5-11,165,81,NA,229,254,FL,WR,2017,Iowa State,Commit,5,"Bradenton, FL",Manatee,"Manatee High School, Bradenton, FL",27.4989278,-82.5748194,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,1898694.5770015025,1180,Iowa State University
Jeff Nogaj,"Johnstown (Johnstown, OH)",6-5,291,81,NA,149,65,OH,OT,2017,Iowa State,Commit,5,"Johnstown, OH",Johnstown,"Johnstown High School, Johnstown, OH",40.1536742,-82.6851699,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,941041.4634759777,585,Iowa State University
Charlie Kolar,"Norman North (Norman, OK)",6-6,227,81,NA,86,24,OK,TE,2017,Iowa State,Commit,5,"Norman, OK",Norman North,"Norman North High School, Norman, OK",35.2225717,-97.4394816,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,825176.7752214803,513,Iowa State University
Jacob Bolton,"Blessed Trinity Catholic (Roswell, GA)",6-6,305,81,NA,156,183,GA,OT,2017,Iowa State,Commit,5,"Roswell, GA",Blessed Trinity Catholic,"Blessed Trinity Catholic High School, Roswell, GA",34.02332,-84.360022,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,1202586.6768968853,747,Iowa State University
Johnnie Lang,"Manatee (Bradenton, FL)",5-9,180,81,NA,96,273,FL,RB,2017,Iowa State,Commit,5,"Bradenton, FL",Manatee,"Manatee High School, Bradenton, FL",27.4989278,-82.5748194,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,1898694.5770015025,1180,Iowa State University
Alex Kleinow,"Iowa City West (Iowa City, IA)",6-6,290,80,NA,161,15,IA,OT,2017,Iowa State,Commit,1,"Iowa City, IA",Iowa City West,"Iowa City West High School, Iowa City, IA",41.6612561,-91.5299106,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,178027.51981564777,111,Iowa State University
John Nagel,"West Delaware (Manchester, IA)",6-6,230,79,NA,103,16,IA,SDE,2017,Iowa State,Commit,1,"Manchester, IA",West Delaware,"West Delaware High School, Manchester, IA",42.4840907,-91.4555379,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,185451.44762416408,115,Iowa State University
Datrone Young,"Atlantic (Delray Beach, FL)",5-10,170,78,NA,226,366,FL,CB,2017,Iowa State,Commit,1,"Delray Beach, FL",Atlantic,"Atlantic High School, Delray Beach, FL",26.4614625,-80.0728201,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,2124318.9551695413,1320,Iowa State University
Dan Sichterman,"Kings (Kings Mills, OH)",6-3,235,77,NA,129,97,OH,SDE,2017,Iowa State,Commit,1,"Kings Mills, OH",Kings,"Kings High School, Kings Mills, OH",39.3558465,-84.2472627,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2017-01-01,845142.5524517748,525,Iowa State University
Joseph Scates,"Dunbar (Dayton, OH)",6-3,180,90,NA,55,12,OH,WR,2018,Iowa State,Commit,1,"Dayton, OH",Dunbar,"Dunbar High School, Dayton, OH",39.7589478,-84.1916069,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,832736.2462940367,517,Iowa State University
Trevor Downing,"Creston (Creston, IA)",6-4,295,89,NA,18,3,IA,OT,2018,Iowa State,Commit,1,"Creston, IA",Creston,"Creston High School, Creston, IA",41.0585878,-94.361397,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,124176.47816758289,77,Iowa State University
Sean Shaw Jr.,"Jones (Jones, OK)",6-6,200,88,NA,73,8,OK,WR,2018,Iowa State,Commit,1,"Jones, OK",Jones,"Jones High School, Jones, OK",35.5614129,-97.2919826,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,785324.8684660803,488,Iowa State University
Brock Purdy,"Perry (Gilbert, AZ)",6-1,200,87,NA,24,10,AZ,PRO,2018,Iowa State,Commit,1,"Gilbert, AZ",Perry,"Perry High School, Gilbert, AZ",33.3527632,-111.789037,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,1863860.5518481415,1158,Iowa State University
Will McDonald,"North (Waukesha, WI)",6-4,220,86,NA,37,4,WI,WDE,2018,Iowa State,Commit,4,"Waukesha, WI",North,"North High School, Waukesha, WI",43.0622536,-88.3123889,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,450566.22402332426,280,Iowa State University
Jaeveyon Morton,"Martin Luther King (Detroit, MI)",5-9,180,86,NA,78,21,MI,CB,2018,Iowa State,Commit,4,"Detroit, MI",Martin Luther King,"Martin Luther King High School, Detroit, MI",42.3315509,-83.046640300000007,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,873398.8044022341,543,Iowa State University
Joey Ramos,"Deer Valley (Glendale, AZ)",6-5,305,86,NA,71,13,AZ,OT,2018,Iowa State,Commit,4,"Glendale, AZ",Deer Valley,"Deer Valley High School, Glendale, AZ",33.5386858,-112.185994,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,1881671.1908860654,1169,Iowa State University
Greg Eisworth,"Trinity Valley C.C. (Athens, TX)",6-0,195,86,61,3,6,TX,CB,2018,Iowa State,Commit,4,"Athens, TX",Trinity Valley C.C.,"Trinity Valley C.C. High School, Athens, TX",32.2044416,-95.854914,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,1107962.5341140823,688,Iowa State University
Zach Petersen,"North Scott (Eldridge, IA)",6-4,225,85,NA,45,5,IA,SDE,2018,Iowa State,Commit,4,"Eldridge, IA",North Scott,"North Scott High School, Eldridge, IA",41.6580467,-90.5846035,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,255152.43520609365,159,Iowa State University
Michael Rose,"Brecksville-Broadview Heights (Broadview Heights, OH)",6-4,215,85,NA,68,40,OH,OLB,2018,Iowa State,Commit,4,"Broadview Heights, OH",Brecksville-Broadview Heights,"Brecksville-Broadview Heights High School, Broadview Heights, OH",41.3139426,-81.6851271,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,995988.7040701773,619,Iowa State University
Isaiah Lee,"Nazareth Academy (La Grange Park, IL)",6-1,295,85,NA,67,18,IL,DT,2018,Iowa State,Commit,4,"La Grange Park, IL",Nazareth Academy,"Nazareth Academy High School, La Grange Park, IL",41.8333646,-87.8677324,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,477249.6485184015,297,Iowa State University
Anthony Johnson Jr.,"St. Petersburg (St. Petersburg, FL)",6-0,170,85,NA,105,175,FL,CB,2018,Iowa State,Commit,4,"St. Petersburg, FL",St. Petersburg,"St. Petersburg High School, St. Petersburg, FL",27.7700475,-82.6359078,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,1869530.383725924,1162,Iowa State University
Dallas Taylor-Cortez,"Chaminade (West Hills, CA)",6-2,170,84,NA,115,168,CA,CB,2018,Iowa State,Commit,3,"West Hills, CA",Chaminade,"Chaminade High School, West Hills, CA",34.2032325,-118.645476,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,2349627.241555956,1460,Iowa State University
Re-al Mitchell,"St. John Bosco (Bellflower, CA)",6-0,190,84,NA,30,169,CA,DUAL,2018,Iowa State,Commit,3,"Bellflower, CA",St. John Bosco,"St. John Bosco High School, Bellflower, CA",33.8825705,-118.1167679,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,2324719.4598694853,1445,Iowa State University
Chandler Pulvermacher,"Arrowhead (Hartland, WI)",6-2,210,84,NA,93,10,WI,OLB,2018,Iowa State,Commit,3,"Hartland, WI",Arrowhead,"Arrowhead High School, Hartland, WI",43.105008,-88.3420398,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,449311.2289988862,279,Iowa State University
Carson Schleker,"Allen (Allen, TX)",5-9,175,83,NA,213,180,TX,WR,2018,Iowa State,Commit,1,"Allen, TX",Allen,"Allen High School, Allen, TX",33.1031744,-96.6705503,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,1026299.3154915068,638,Iowa State University
Tayvonn Kyle,"Lowndes (Valdosta, GA)",6-0,165,81,NA,138,171,GA,ATH,2018,Iowa State,Commit,1,"Valdosta, GA",Lowndes,"Lowndes High School, Valdosta, GA",30.8327022,-83.2784851,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,1547398.607430119,962,Iowa State University
Zach Ross,"Dowling Catholic (West Des Moines, IA)",6-4,300,80,NA,79,9,IA,OG,2018,Iowa State,Commit,2,"West Des Moines, IA",Dowling Catholic,"Dowling Catholic High School, West Des Moines, IA",41.5644476,-93.7594059,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,52693.99042607546,33,Iowa State University
Gerry Vaughn,"Tucker (Tucker, GA)",5-11,205,80,NA,142,182,GA,OLB,2018,Iowa State,Commit,2,"Tucker, GA",Tucker,"Tucker High School, Tucker, GA",33.8532701,-84.2200729,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,1225367.8037183217,761,Iowa State University
Brayden Narveson,"Desert Mountain (Scottsdale, AZ)",6-1,190,79,NA,7,24,AZ,K,2018,Iowa State,Commit,1,"Scottsdale, AZ",Desert Mountain,"Desert Mountain High School, Scottsdale, AZ",33.4942189,-111.926018,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,1864913.116717437,1159,Iowa State University
Corey Dunn,"City College of San Francisco (San Francisco, CA)",6-1,200,74,NA,4,119,CA,P,2018,Iowa State,Commit,1,"San Francisco, CA",City College of San Francisco,"City College of San Francisco High School, San Francisco, CA",37.7792588,-122.4193286,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2018-01-01,2495407.1497818152,1551,Iowa State University
Breece Hall,"Northwest (Wichita, KS)",6-0,215,94,135,7,1,KS,RB,2019,Iowa State,Commit,1,"Wichita, KS",Northwest,"Northwest High School, Wichita, KS",37.6922361,-97.3375448,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2019-01-01,576895.9649546563,358,Iowa State University
Jirehl Brock,"Quincy (Quincy, IL)",5-11,205,92,211,11,2,IL,RB,2019,Iowa State,Commit,1,"Quincy, IL",Quincy,"Quincy High School, Quincy, IL",39.9356016,-91.4098727,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2019-01-01,297356.58361729415,185,Iowa State University
Blake Peterson,"Beresford (Beresford, SD)",6-4,240,90,NA,22,1,SD,WDE,2019,Iowa State,Commit,1,"Beresford, SD",Beresford,"Beresford High School, Beresford, SD",43.0806132,-96.7742341,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2019-01-01,284472.1264632525,177,Iowa State University
Isheem Young,"Imhotep Institute (Philadelphia, PA)",5-9.5,201,89,NA,33,6,PA,S,2019,Iowa State,Commit,1,"Philadelphia, PA",Imhotep Institute,"Imhotep Institute High School, Philadelphia, PA",39.9527237,-75.1635262,University of iowa-state,"Ames, IA",42.0267567,-93.6170448,2019-01-01,1566673.7213188144,973,Iowa State University
